Job,Promised_Date,Requested_Date,Shipped_Date,Shipped_Quantity,Promised_Quantity,Customer,Description
16-033,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-18 00:00:00,1,1,ONEACONS,
16-018,2016-10-31 00:00:00,2016-10-31 00:00:00,2016-11-07 00:00:00,1,1,ONEACONS,
16-058,2016-10-31 00:00:00,2016-10-31 00:00:00,2016-10-31 00:00:00,1,1,DUSTEXCO,Tank for Jobb # DS201640549
16-014,2016-10-31 00:00:00,2016-10-31 00:00:00,2016-11-07 00:00:00,1,1,ONEACONS,
16-069,2016-10-28 00:00:00,2016-10-28 00:00:00,2016-11-30 00:00:00,1,1,INTEFLAV,"25,000 Gal Capacity"
16-042,2016-10-27 00:00:00,2016-10-27 00:00:00,2016-10-04 00:00:00,1,1,AIRCO111,
16-084,2016-10-25 00:00:00,2016-10-25 00:00:00,2016-11-16 00:00:00,1,1,FLOQENGI,
16-071,2016-10-10 00:00:00,2016-10-10 00:00:00,2016-10-27 00:00:00,1,1,AZZSMS11,VERTICAL TANK WITH FLAT TOP
16-072,2016-10-07 00:00:00,2016-10-07 00:00:00,2016-09-29 00:00:00,1,1,GEORPACI,CONDENSATE TANK
16-061,2016-10-04 00:00:00,2016-10-04 00:00:00,2016-10-24 00:00:00,1,1,CLAYCOUN,
16-059,2016-10-03 00:00:00,2016-10-03 00:00:00,2016-11-14 00:00:00,1,1,FLOQENGI,V-806
16-060,2016-10-03 00:00:00,2016-10-03 00:00:00,2016-11-14 00:00:00,1,1,FLOQENGI,V-807
16-066,2016-09-21 00:00:00,2016-09-21 00:00:00,2017-02-17 00:00:00,0,1,HALOPROD,
16-049,2016-09-15 00:00:00,2016-09-15 00:00:00,2016-11-03 00:00:00,1,1,M3CONSTR,194T-001
16-050,2016-09-15 00:00:00,2016-09-15 00:00:00,2016-11-03 00:00:00,1,1,M3CONSTR,194T-002
16-052,2016-09-15 00:00:00,2016-09-15 00:00:00,2016-09-06 00:00:00,1,1,ONEACONS,ATM Pressure CS Tank
16-053,2016-09-15 00:00:00,2016-09-15 00:00:00,2016-09-06 00:00:00,1,1,ONEACONS,"3'4"" OD x 24"" tall tank"
16-054,2016-09-15 00:00:00,2016-09-15 00:00:00,,0,1,ONEACONS,Deliver Tank
16-063,2016-08-31 00:00:00,2016-08-31 00:00:00,2016-08-25 00:00:00,1,1,GPALABRI,
16-057,2016-08-24 00:00:00,2016-08-24 00:00:00,,0,1,DUSTEXCO,TANK FOR JOB # DS201540530
16-045,2016-08-11 00:00:00,2016-08-11 00:00:00,2016-07-19 00:00:00,1,1,SYS-CON,Rated to 300 PSI
16-046,2016-08-11 00:00:00,2016-08-11 00:00:00,2016-07-19 00:00:00,1,1,SYS-CON,Rated to 150 PSI
16-047,2016-08-11 00:00:00,2016-08-11 00:00:00,2016-07-19 00:00:00,1,1,SYS-CON,Rated to 142 PSI
16-043,2016-08-05 00:00:00,2016-08-05 00:00:00,2017-01-31 00:00:00,1,1,ARBOLLC1,RQ001790-01 - TAG AS V-47008
16-068,2016-08-03 00:00:00,2016-08-03 00:00:00,2016-08-17 00:00:00,1,1,GILBINDU,
16-044,2016-07-12 00:00:00,2016-07-12 00:00:00,2016-07-19 00:00:00,1,1,SYS-CON,
16-006,2016-06-30 00:00:00,2016-06-30 00:00:00,2016-08-10 00:00:00,1,1,SYS-CON,
16-007,2016-06-30 00:00:00,2016-06-30 00:00:00,2016-08-22 00:00:00,1,1,SYS-CON,
16-062,2016-06-23 00:00:00,2016-06-23 00:00:00,2016-06-23 00:00:00,1,1,TOMCLAY,
15-126,2016-06-22 00:00:00,2016-06-22 00:00:00,2016-08-16 00:00:00,1,1,INTEFLAV,
16-041,2016-06-17 00:00:00,2016-06-17 00:00:00,2016-06-17 00:00:00,1,1,AIRCO111,
16-048,2016-06-16 00:00:00,2016-06-16 00:00:00,2016-07-07 00:00:00,1,1,HALOPROD,Repair Dished Head
16-004,2016-06-16 00:00:00,2016-06-16 00:00:00,2016-08-10 00:00:00,1,1,SYS-CON,
16-005,2016-06-16 00:00:00,2016-06-16 00:00:00,2016-08-10 00:00:00,1,1,SYS-CON,
15-121,2016-06-06 00:00:00,2016-06-06 00:00:00,2016-06-06 00:00:00,1,1,MERIPORT,STORAGE TANK
15-124,2016-06-06 00:00:00,2016-06-06 00:00:00,2016-06-06 00:00:00,1,1,MERIPORT,
16-040,2016-05-31 00:00:00,2016-05-31 00:00:00,2016-05-17 00:00:00,1,1,ARMSWORL,STEEL TANK
16-056,2016-05-25 00:00:00,2016-05-25 00:00:00,2016-05-25 00:00:00,1,1,USMECHAN,
16-055,2016-05-23 00:00:00,2016-05-23 00:00:00,2016-05-24 00:00:00,1,1,MASTSTEE,
16-001,2016-05-23 00:00:00,2016-05-23 00:00:00,2016-05-25 00:00:00,1,1,SYS-CON,
16-002,2016-05-23 00:00:00,2016-05-23 00:00:00,2016-05-25 00:00:00,1,1,SYS-CON,
16-003,2016-05-23 00:00:00,2016-05-23 00:00:00,2016-05-25 00:00:00,1,1,SYS-CON,
16-011,2016-05-23 00:00:00,2016-05-23 00:00:00,2016-12-14 00:00:00,1,1,EVERPACK,
15-123,2016-05-19 00:00:00,2016-05-19 00:00:00,2016-05-19 00:00:00,1,1,MERIPORT,
16-009,2016-05-17 00:00:00,2016-05-17 00:00:00,2016-05-17 00:00:00,1,1,MCKEINC,
16-009,2016-05-16 00:00:00,2016-05-16 00:00:00,2016-05-16 00:00:00,1,1,MCKEINC,
16-010,2016-05-06 00:00:00,2016-05-06 00:00:00,2016-05-17 00:00:00,1,1,INTEFLAV,
15-123,2016-05-06 00:00:00,2016-05-06 00:00:00,2016-04-26 00:00:00,0,0,MERIPORT,
15-122,2016-04-29 00:00:00,2016-04-29 00:00:00,2016-04-25 00:00:00,1,1,MERIPORT,
15-123,2016-04-29 00:00:00,2016-04-29 00:00:00,2016-04-26 00:00:00,1,1,MERIPORT,
16-037,2016-04-29 00:00:00,2016-04-29 00:00:00,2016-05-17 00:00:00,1,1,INTEFLAV,
16-039,2016-04-29 00:00:00,2016-04-29 00:00:00,2016-07-07 00:00:00,1,1,HALOPROD,Pressure Vessel Repair
15-110,2016-04-28 00:00:00,2016-04-28 00:00:00,2016-05-02 00:00:00,1,1,NUTEMANA,1417 Process C.
15-111,2016-04-28 00:00:00,2016-04-28 00:00:00,2016-05-02 00:00:00,1,1,NUTEMANA,1417 Process C.
15-112,2016-04-28 00:00:00,2016-04-28 00:00:00,2016-05-02 00:00:00,1,1,NUTEMANA,1417 Process C.
15-106,2016-04-26 00:00:00,2016-04-26 00:00:00,2016-04-26 00:00:00,1,1,ASHLANDI,FB-3235
15-107,2016-04-26 00:00:00,2016-04-26 00:00:00,2016-04-26 00:00:00,1,1,ASHLANDI,FB-3236
16-012,2016-04-22 00:00:00,2016-04-22 00:00:00,2016-05-06 00:00:00,1,1,ANDRITZI,
16-013,2016-04-22 00:00:00,2016-04-22 00:00:00,2016-05-06 00:00:00,1,1,ANDRITZI,
15-128,2016-04-19 00:00:00,2016-04-19 00:00:00,2016-04-14 00:00:00,1,1,SYS-CON,
15-129,2016-04-19 00:00:00,2016-04-19 00:00:00,2016-05-26 00:00:00,1,1,SYS-CON,Extra Manhole for tank access
15-130,2016-04-19 00:00:00,2016-04-19 00:00:00,2016-05-25 00:00:00,1,1,SYS-CON,"Extra 4"" demister & 18"" manhol"
15-107,2016-04-19 00:00:00,2016-04-19 00:00:00,2016-04-19 00:00:00,1,1,ASHLANDI,FB-3236
15-106,2016-04-19 00:00:00,2016-04-19 00:00:00,2016-04-18 00:00:00,1,1,ASHLANDI,FB-3235
15-058,2016-04-18 00:00:00,2016-04-18 00:00:00,2016-04-18 00:00:00,1,1,SOLVSPEC,PD-101
15-127,2016-04-15 00:00:00,2016-04-15 00:00:00,2016-04-14 00:00:00,1,1,SYS-CON,
15-125,2016-04-13 00:00:00,2016-04-13 00:00:00,2016-03-09 00:00:00,1,1,PRODPROC,
15-096,2016-04-12 00:00:00,2016-04-12 00:00:00,2016-04-26 00:00:00,1,1,ANDRITZI,Material 132618296
16-038,2016-03-30 00:00:00,2016-03-30 00:00:00,2016-04-06 00:00:00,1,1,GAF11111,
15-118,2016-03-11 00:00:00,2016-03-11 00:00:00,2016-02-18 00:00:00,1,1,HALOPROD,1D-321A to become 3C-321
15-109,2016-01-29 00:00:00,2016-01-29 00:00:00,2016-02-25 00:00:00,0,1,PCSNITROF,12' dia x 8' tall Atmospheric
15-100,2016-01-29 00:00:00,2016-01-29 00:00:00,2016-02-15 00:00:00,1,1,ALLNEXUS,V-121-038
15-101,2016-01-29 00:00:00,2016-01-29 00:00:00,2016-02-15 00:00:00,0,1,ALLNEXUS,Deliver Tank
15-093,2016-01-25 00:00:00,2016-01-25 00:00:00,2016-02-11 00:00:00,1,1,MILLIKEN,
15-094,2016-01-25 00:00:00,2016-01-25 00:00:00,2016-02-11 00:00:00,1,1,MILLIKEN,
15-095,2016-01-25 00:00:00,2016-01-25 00:00:00,2016-02-11 00:00:00,1,1,MILLIKEN,
16-008,2016-01-22 00:00:00,2016-01-22 00:00:00,2016-02-09 00:00:00,1,1,SAVAREST,
15-059,2016-01-18 00:00:00,2016-01-18 00:00:00,2016-03-01 00:00:00,0,1,SOLVSPEC,PD-202
15-061,2016-01-18 00:00:00,2016-01-18 00:00:00,2016-03-01 00:00:00,0,1,SOLVSPEC,PD-210
15-062,2016-01-18 00:00:00,2016-01-18 00:00:00,2016-03-01 00:00:00,0,1,SOLVSPEC,PD-211
15-047,2016-01-18 00:00:00,2016-01-18 00:00:00,2016-03-15 00:00:00,1,1,SOLVSPEC,PD-603
15-048,2016-01-18 00:00:00,2016-01-18 00:00:00,2016-02-09 00:00:00,0,1,SOLVSPEC,PD-609
15-099,2016-01-15 00:00:00,2016-01-15 00:00:00,2016-02-15 00:00:00,1,1,ALLNEXUS,REACTOR V-121-037
15-116,2015-12-31 00:00:00,2015-12-31 00:00:00,2016-05-16 00:00:00,1,1,HALOPROD,Repair Jacketed Tank 2A-324
OH-15,2015-12-31 00:00:00,2015-12-31 00:00:00,,0,1,,OVERHEAD
15-056,2015-12-23 00:00:00,2016-01-18 00:00:00,2016-02-25 00:00:00,0,1,SOLVSPEC,PD-404
15-117,2015-12-18 00:00:00,2015-12-18 00:00:00,2015-12-23 00:00:00,1,1,HALOPROD,Repaid Monel 400 Reboiler Shel
15-053,2015-12-11 00:00:00,2016-01-18 00:00:00,2016-02-29 00:00:00,0,1,SOLVSPEC,PD-401
15-054,2015-12-11 00:00:00,2016-01-18 00:00:00,2016-02-22 00:00:00,0,1,SOLVSPEC,PD-402
15-055,2015-12-11 00:00:00,2016-01-18 00:00:00,2016-02-22 00:00:00,0,1,SOLVSPEC,PD-403
15-052,2015-12-04 00:00:00,2016-01-19 00:00:00,2016-03-24 00:00:00,1,1,SOLVSPEC,PD-605
15-087,2015-12-04 00:00:00,2015-12-31 00:00:00,2016-01-22 00:00:00,1,1,ASHLSPEC,Storage Tank
15-088,2015-12-04 00:00:00,2015-12-31 00:00:00,2016-01-22 00:00:00,1,1,ASHLSPEC,Storage Tank
15-089,2015-12-04 00:00:00,2015-11-30 00:00:00,2016-02-09 00:00:00,1,1,ASHLSPEC,
15-090,2015-12-04 00:00:00,2015-11-20 00:00:00,2015-12-10 00:00:00,1,1,TRINMANU,Stainless Storage Tank
15-091,2015-12-04 00:00:00,2015-11-16 00:00:00,2015-12-10 00:00:00,1,1,TRINMANU,Stailess Storage Tank
15-092,2015-12-04 00:00:00,2015-12-04 00:00:00,2015-12-10 00:00:00,1,1,TRINMANU,
15-051,2015-11-20 00:00:00,2016-01-19 00:00:00,2016-03-23 00:00:00,1,1,SOLVSPEC,PD-625
15-103,2015-11-20 00:00:00,2015-11-20 00:00:00,2015-12-23 00:00:00,1,1,HALOPROD,
15-120,2015-11-18 00:00:00,2015-11-18 00:00:00,,0,1,AEROMACH,
15-114,2015-11-13 00:00:00,2015-12-18 00:00:00,2015-11-19 00:00:00,1,1,HALOPROD,ASME repair 2G-322 vessel
15-060,2015-11-13 00:00:00,2016-01-18 00:00:00,2016-02-09 00:00:00,1,1,SOLVSPEC,PD-203
15-081,2015-11-13 00:00:00,2015-11-13 00:00:00,2015-12-23 00:00:00,1,1,HALOPROD,
15-077,2015-11-13 00:00:00,2015-11-13 00:00:00,2015-12-23 00:00:00,1,1,HALOPROD,Designated E-059
15-120,2015-11-12 00:00:00,2015-11-12 00:00:00,2015-11-18 00:00:00,1,1,AEROMACH,
15-082,2015-11-11 00:00:00,2015-11-11 00:00:00,2015-12-23 00:00:00,1,1,HALOPROD,New 316SS Vent Condenser
15-076,2015-11-10 00:00:00,2015-11-10 00:00:00,2015-11-10 00:00:00,1,1,GOODHARV,
15-050,2015-11-09 00:00:00,2016-01-18 00:00:00,2016-03-15 00:00:00,1,1,SOLVSPEC,PD-623
15-057,2015-11-02 00:00:00,2016-01-18 00:00:00,2016-03-15 00:00:00,1,1,SOLVSPEC,PD-527
15-119,2015-11-02 00:00:00,2015-11-02 00:00:00,2015-11-03 00:00:00,1,1,NEWERECY,
15-049,2015-10-23 00:00:00,2016-01-18 00:00:00,2016-03-15 00:00:00,1,1,SOLVSPEC,PD-613
14-161,2015-10-22 00:00:00,2015-10-22 00:00:00,2015-10-23 00:00:00,1,1,INDUENVI,
15-080,2015-10-22 00:00:00,2015-10-22 00:00:00,2015-10-22 00:00:00,2,2,JOHNGRIM,7 - Stainless Steel Tank
15-104,2015-10-20 00:00:00,2015-10-20 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,PCN-001
15-071,2015-10-20 00:00:00,2015-10-20 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,
15-072,2015-10-20 00:00:00,2015-10-20 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,
15-073,2015-10-20 00:00:00,2015-10-20 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,
15-105,2015-10-19 00:00:00,2015-10-19 00:00:00,2015-10-19 00:00:00,1,1,PLASPROC,PP2467
15-115,2015-10-01 00:00:00,2015-10-01 00:00:00,2015-10-01 00:00:00,2,1,AEROMACH,
14-199,2015-09-22 00:00:00,2015-09-22 00:00:00,2015-09-28 00:00:00,1,1,GEORPACI,
14-200,2015-09-22 00:00:00,2015-09-22 00:00:00,,0,1,GEORPACI,
15-085,2015-09-18 00:00:00,2015-09-18 00:00:00,2015-09-18 00:00:00,1,1,SOLENISL,
15-041,2015-09-17 00:00:00,2015-09-17 00:00:00,2015-09-17 00:00:00,0,1,SOLVSPEC,
15-074,2015-09-17 00:00:00,2015-09-17 00:00:00,2015-11-10 00:00:00,1,1,GOODHARV,
15-075,2015-09-16 00:00:00,2015-09-16 00:00:00,2015-11-10 00:00:00,1,1,GOODHARV,
15-041,2015-09-15 00:00:00,2015-09-15 00:00:00,2015-09-17 00:00:00,1,1,SOLVSPEC,
15-044,2015-09-14 00:00:00,2015-09-14 00:00:00,2015-09-21 00:00:00,1,1,FUJIVEGE,
15-046,2015-09-14 00:00:00,2015-09-14 00:00:00,2015-10-01 00:00:00,1,1,FUJIVEGE,
15-068,2015-09-11 00:00:00,2015-09-11 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,
15-069,2015-09-11 00:00:00,2015-09-11 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,
15-070,2015-09-11 00:00:00,2015-09-11 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,
15-072,2015-09-11 00:00:00,2015-09-11 00:00:00,2015-10-20 00:00:00,1,1,MILLIKEN,
15-045,2015-09-10 00:00:00,2015-09-10 00:00:00,2015-09-22 00:00:00,1,1,FUJIVEGE,
15-033,2015-09-08 00:00:00,2015-09-08 00:00:00,2015-09-08 00:00:00,1,1,FOSTWHEE,Freight
15-083,2015-09-08 00:00:00,2015-09-08 00:00:00,2015-09-18 00:00:00,1,1,SOLENISL,sav tnk/refurb reactors
15-084,2015-09-08 00:00:00,2015-09-08 00:00:00,2015-09-18 00:00:00,1,1,SOLENISL,sav tnk/refurb reactors
15-032,2015-09-02 00:00:00,2015-09-02 00:00:00,2015-09-01 00:00:00,1,1,FOSTWHEE,
15-015,2015-08-27 00:00:00,2015-08-27 00:00:00,2015-08-27 00:00:00,1,1,YESACORP,
15-078,2015-08-27 00:00:00,2015-08-27 00:00:00,2015-08-27 00:00:00,1,1,FLOQENGI,
15-014,2015-08-24 00:00:00,2015-08-24 00:00:00,2015-08-24 00:00:00,1,1,YESACORP,
15-036,2015-08-20 00:00:00,2015-08-20 00:00:00,2015-08-21 00:00:00,1,1,MUNIUTIL,
15-035,2015-08-19 00:00:00,2015-08-19 00:00:00,2015-08-19 00:00:00,1,1,MUNIUTIL,
14-198,2015-08-14 00:00:00,2015-08-14 00:00:00,2015-08-14 00:00:00,1,1,GEORPACI,
15-011,2015-08-14 00:00:00,2015-08-14 00:00:00,2015-08-14 00:00:00,1,1,YESACORP,
15-012,2015-08-14 00:00:00,2015-08-14 00:00:00,2015-08-14 00:00:00,1,1,YESACORP,
15-013,2015-08-14 00:00:00,2015-08-14 00:00:00,2015-08-14 00:00:00,1,1,YESACORP,
14-196,2015-08-14 00:00:00,2015-08-14 00:00:00,2015-08-14 00:00:00,1,1,GEORPACI,C1-3-104
14-177,2015-08-14 00:00:00,2015-08-14 00:00:00,2015-08-14 00:00:00,1,1,PLASTECH,
14-193,2015-08-14 00:00:00,2015-08-14 00:00:00,2015-08-01 00:00:00,1,1,GEORPACI,C1-3-084
14-144,2015-08-13 00:00:00,2015-08-13 00:00:00,2015-08-01 00:00:00,1,1,FLOPAM11,
15-031,2015-08-10 00:00:00,2015-08-10 00:00:00,2015-08-10 00:00:00,1,1,FOSTWHEE,
15-080,2015-08-05 00:00:00,2015-08-05 00:00:00,2015-08-05 00:00:00,1,1,JOHNGRIM,7 - Stainless Steel Tank
14-043,2015-08-04 00:00:00,2015-08-04 00:00:00,2015-08-04 00:00:00,1,1,FLOPAM11,
14-165,2015-08-03 00:00:00,2015-08-03 00:00:00,2015-08-03 00:00:00,1,1,FOSTWHEE,F1505002 & F1505003
15-030,2015-08-03 00:00:00,2015-08-03 00:00:00,2015-08-03 00:00:00,1,1,FOSTWHEE,
15-016,2015-08-01 00:00:00,2015-08-01 00:00:00,2015-08-01 00:00:00,1,1,POTTINDU,
15-020,2015-08-01 00:00:00,2015-08-01 00:00:00,2015-08-01 00:00:00,1,1,JOHNMAVI,
14-194,2015-08-01 00:00:00,2015-08-01 00:00:00,2015-08-01 00:00:00,1,1,GEORPACI,
14-041,2015-08-01 00:00:00,2015-08-01 00:00:00,2015-08-01 00:00:00,1,1,FLOPAM11,
14-148,2015-08-01 00:00:00,2015-08-01 00:00:00,2015-08-01 00:00:00,1,1,PLASTECH,
14-197,2015-08-01 00:00:00,2015-08-01 00:00:00,2015-08-01 00:00:00,1,1,GEORPACI,
15-009,2015-08-01 00:00:00,2015-08-01 00:00:00,2015-08-01 00:00:00,1,1,HALOPROD,
15-039,2015-07-30 00:00:00,2015-07-30 00:00:00,2015-07-30 00:00:00,1,1,SOLVSPEC,LT-470
15-102,2015-07-30 00:00:00,2015-07-30 00:00:00,2015-07-30 00:00:00,1,1,NEWERECY,
15-064,2015-07-22 00:00:00,2015-07-22 00:00:00,2015-07-22 00:00:00,1,1,HALOPROD,
15-065,2015-07-22 00:00:00,2015-07-22 00:00:00,2015-07-22 00:00:00,1,1,HALOPROD,
15-066,2015-07-22 00:00:00,2015-07-22 00:00:00,2015-07-22 00:00:00,1,1,HALOPROD,
15-025,2015-07-16 00:00:00,2015-07-16 00:00:00,2015-07-16 00:00:00,1,1,MRVTECHN,
15-026,2015-07-16 00:00:00,2015-07-16 00:00:00,2015-07-16 00:00:00,1,1,MRVTECHN,
15-098,2015-07-16 00:00:00,2015-07-16 00:00:00,2015-07-13 00:00:00,1,1,AIRCO111,
14-149,2015-07-10 00:00:00,2015-07-10 00:00:00,2015-07-10 00:00:00,1,1,PLASTECH,
